id,Usage,prediction_list
2008_001961.jpg,Public,"[['car', 1.0, 150, 187, 253, 241], ['car', 1.0, 393, 174, 500, 243], ['car', 1.0, 175, 163, 470, 252]]"
2008_001965.jpg,Public,"[['person', 1.0, 203, 53, 269, 144], ['person', 1.0, 74, 59, 118, 123], ['person', 1.0, 10, 57, 95, 149], ['person', 1.0, 299, 128, 345, 344], ['dog', 1.0, 1, 128, 109, 392]]"
2008_001969.jpg,Public,"[['person', 1.0, 313, 223, 332, 327], ['person', 1.0, 274, 212, 317, 323], ['person', 1.0, 227, 215, 273, 324], ['person', 1.0, 187, 212, 224, 324], ['person', 1.0, 139, 227, 176, 328], ['person', 1.0, 69, 215, 98, 332], ['person', 1.0, 17, 213, 63, 334], ['person', 1.0, 70, 170, 155, 377], ['person', 1.0, 1, 217, 19, 335]]"
2008_001979.jpg,Private,"[['person', 1.0, 379, 170, 399, 222], ['person', 1.0, 351, 166, 374, 221]]"
2008_001989.jpg,Private,"[['person', 1.0, 5, 22, 424, 480]]"
2008_001992.jpg,Private,"[['person', 1.0, 152, 89, 391, 333], ['horse', 1.0, 65, 1, 305, 234], ['person', 1.0, 96, 187, 275, 333], ['horse', 1.0, 1, 1, 106, 333]]"
2008_001998.jpg,Private,"[['person', 1.0, 21, 35, 189, 282], ['person', 1.0, 173, 61, 394, 306], ['person', 1.0, 351, 52, 488, 322]]"
2008_002003.jpg,Public,"[['person', 1.0, 1, 1, 224, 375], ['dog', 1.0, 177, 76, 292, 227]]"
2008_002011.jpg,Public,"[['person', 1.0, 1, 1, 428, 360]]"
2008_002013.jpg,Private,"[['person', 1.0, 40, 1, 425, 331]]"
2008_002017.jpg,Private,"[['person', 1.0, 70, 16, 200, 474], ['person', 1.0, 29, 94, 154, 478]]"
2008_002026.jpg,Private,"[['sofa', 1.0, 314, 269, 500, 375], ['chair', 1.0, 148, 216, 275, 363], ['pottedplant', 1.0, 1, 56, 142, 307], ['pottedplant', 1.0, 1, 275, 145, 375]]"
2008_002031.jpg,Private,"[['person', 1.0, 140, 40, 226, 240]]"
2008_002036.jpg,Private,"[['dog', 1.0, 223, 161, 259, 191], ['person', 1.0, 87, 105, 98, 129], ['person', 1.0, 82, 116, 97, 131], ['person', 1.0, 66, 122, 283, 375]]"
2008_002039.jpg,Private,"[['person', 1.0, 309, 90, 397, 346], ['person', 1.0, 378, 99, 467, 316]]"
2008_002043.jpg,Public,"[['bird', 1.0, 96, 17, 495, 205]]"
2008_002045.jpg,Public,"[['cat', 1.0, 1, 16, 352, 272], ['cat', 1.0, 130, 139, 500, 366]]"
2008_002046.jpg,Public,"[['boat', 1.0, 1, 1, 500, 367], ['person', 1.0, 412, 222, 436, 238], ['person', 1.0, 443, 226, 462, 240]]"
2008_002052.jpg,Public,"[['person', 1.0, 64, 123, 284, 500]]"
2008_002082.jpg,Public,"[['tvmonitor', 1.0, 356, 88, 429, 143], ['diningtable', 1.0, 199, 162, 275, 195], ['chair', 1.0, 178, 165, 224, 221], ['chair', 1.0, 1, 165, 60, 246], ['chair', 1.0, 227, 174, 287, 240], ['sofa', 1.0, 1, 213, 416, 335], ['bottle', 1.0, 399, 143, 407, 169], ['bottle', 1.0, 404, 143, 413, 170]]"
2008_002084.jpg,Public,"[['person', 1.0, 276, 131, 394, 322], ['person', 1.0, 186, 134, 382, 375], ['dog', 1.0, 208, 201, 336, 343], ['pottedplant', 1.0, 164, 13, 200, 37]]"
2008_002086.jpg,Private,"[['person', 1.0, 366, 46, 490, 375], ['person', 1.0, 198, 30, 252, 72], ['pottedplant', 1.0, 217, 332, 261, 375], ['pottedplant', 1.0, 1, 266, 47, 375], ['chair', 1.0, 99, 323, 184, 375], ['chair', 1.0, 280, 317, 365, 375], ['bottle', 1.0, 173, 36, 186, 76], ['bottle', 1.0, 181, 46, 191, 77]]"
2008_002098.jpg,Public,"[['person', 1.0, 115, 60, 289, 448], ['person', 1.0, 104, 112, 134, 194], ['person', 1.0, 154, 127, 180, 158], ['diningtable', 1.0, 74, 164, 132, 212], ['pottedplant', 1.0, 33, 160, 52, 186]]"
2008_002099.jpg,Private,"[['person', 1.0, 457, 95, 488, 188], ['person', 1.0, 190, 184, 284, 333], ['person', 1.0, 221, 170, 294, 333]]"
2008_002107.jpg,Public,"[['person', 1.0, 266, 4, 452, 295]]"
2008_002113.jpg,Private,"[['person', 1.0, 88, 53, 500, 263], ['person', 1.0, 228, 257, 315, 375]]"
2008_002114.jpg,Private,"[['chair', 1.0, 100, 244, 248, 375], ['chair', 1.0, 362, 195, 500, 375], ['diningtable', 1.0, 1, 159, 354, 349], ['person', 1.0, 66, 47, 424, 375], ['person', 1.0, 288, 54, 478, 331], ['person', 1.0, 264, 77, 373, 177], ['person', 1.0, 229, 32, 324, 168], ['person', 1.0, 1, 64, 68, 347]]"
2008_002115.jpg,Public,"[['person', 1.0, 21, 21, 262, 340], ['motorbike', 1.0, 231, 1, 500, 319]]"
2008_002124.jpg,Private,"[['person', 1.0, 300, 1, 500, 373], ['bottle', 1.0, 195, 1, 215, 24]]"
2008_002138.jpg,Private,"[['aeroplane', 1.0, 1, 99, 423, 241], ['car', 1.0, 410, 139, 450, 170]]"
2008_002140.jpg,Public,"[['tvmonitor', 1.0, 1, 1, 304, 317], ['person', 1.0, 229, 89, 495, 333]]"
2008_002144.jpg,Private,"[['person', 1.0, 1, 76, 125, 219], ['person', 1.0, 241, 60, 493, 375], ['person', 1.0, 81, 114, 259, 375]]"
2008_002151.jpg,Public,"[['aeroplane', 1.0, 3, 52, 500, 242], ['person', 1.0, 272, 108, 300, 133]]"
2008_002152.jpg,Public,"[['cat', 1.0, 304, 155, 438, 283], ['cat', 1.0, 111, 122, 313, 259], ['cat', 1.0, 87, 76, 327, 174]]"
2008_002167.jpg,Public,"[['person', 1.0, 14, 20, 411, 332]]"
2008_002176.jpg,Private,"[['person', 1.0, 9, 43, 340, 294], ['person', 1.0, 228, 59, 459, 294], ['person', 1.0, 153, 49, 312, 294], ['person', 1.0, 1, 1, 46, 60]]"
2008_002179.jpg,Public,"[['bus', 1.0, 41, 97, 355, 333], ['person', 1.0, 23, 1, 40, 42], ['bicycle', 1.0, 198, 24, 228, 62], ['motorbike', 1.0, 262, 9, 315, 49], ['motorbike', 1.0, 283, 2, 332, 38]]"
2008_002185.jpg,Private,"[['person', 1.0, 239, 82, 500, 375]]"
2008_002191.jpg,Private,"[['person', 1.0, 150, 164, 217, 372], ['motorbike', 1.0, 1, 305, 82, 468], ['motorbike', 1.0, 21, 217, 107, 360], ['motorbike', 1.0, 216, 219, 264, 295], ['pottedplant', 1.0, 299, 264, 348, 351], ['pottedplant', 1.0, 268, 266, 312, 341], ['pottedplant', 1.0, 100, 258, 134, 301], ['pottedplant', 1.0, 117, 232, 139, 262], ['pottedplant', 1.0, 117, 190, 152, 230], ['person', 1.0, 150, 186, 168, 232], ['pottedplant', 1.0, 343, 406, 375, 500], ['pottedplant', 1.0, 325, 398, 375, 473]]"
2008_002193.jpg,Public,"[['train', 1.0, 109, 1, 500, 239], ['person', 1.0, 13, 158, 37, 250]]"
2008_002194.jpg,Public,"[['boat', 1.0, 319, 155, 375, 180], ['boat', 1.0, 274, 153, 321, 174], ['boat', 1.0, 1, 167, 67, 204], ['boat', 1.0, 390, 152, 411, 159]]"
2008_002198.jpg,Public,"[['car', 1.0, 1, 126, 500, 320]]"
2008_002199.jpg,Public,"[['car', 1.0, 1, 154, 268, 306], ['car', 1.0, 342, 183, 500, 370], ['person', 1.0, 102, 164, 173, 370], ['person', 1.0, 177, 166, 216, 327], ['person', 1.0, 292, 160, 408, 375], ['bottle', 1.0, 395, 217, 406, 236], ['person', 1.0, 272, 161, 334, 312], ['person', 1.0, 252, 177, 290, 303]]"
2008_002201.jpg,Private,"[['cat', 1.0, 110, 1, 500, 375]]"
2008_002207.jpg,Private,"[['bird', 1.0, 248, 183, 275, 213], ['bird', 1.0, 269, 178, 306, 195], ['bird', 1.0, 1, 23, 38, 48], ['bird', 1.0, 442, 35, 492, 73]]"
2008_002231.jpg,Private,"[['person', 1.0, 54, 81, 361, 468], ['chair', 1.0, 271, 16, 375, 277], ['tvmonitor', 1.0, 1, 251, 55, 394]]"
2008_002234.jpg,Public,"[['cat', 1.0, 1, 1, 375, 500]]"
2008_002239.jpg,Public,"[['dog', 1.0, 224, 15, 404, 288]]"
2008_002240.jpg,Private,"[['motorbike', 1.0, 24, 12, 141, 333], ['motorbike', 1.0, 139, 9, 244, 333], ['motorbike', 1.0, 226, 1, 350, 331], ['motorbike', 1.0, 329, 1, 462, 333], ['motorbike', 1.0, 438, 121, 500, 257]]"
2008_002241.jpg,Private,"[['person', 1.0, 81, 306, 145, 492], ['person', 1.0, 1, 292, 33, 483], ['person', 1.0, 15, 304, 61, 470], ['person', 1.0, 212, 350, 228, 394], ['person', 1.0, 193, 356, 206, 394], ['person', 1.0, 155, 332, 171, 378], ['person', 1.0, 141, 339, 156, 380], ['person', 1.0, 179, 333, 197, 368]]"
2008_002267.jpg,Private,"[['dog', 1.0, 1, 122, 500, 375], ['dog', 1.0, 265, 268, 366, 356], ['dog', 1.0, 189, 224, 328, 291]]"
2008_002272.jpg,Private,"[['person', 1.0, 44, 115, 333, 468]]"
2008_002273.jpg,Public,"[['pottedplant', 1.0, 56, 137, 231, 308]]"
2008_002283.jpg,Public,"[['person', 1.0, 21, 73, 235, 375], ['person', 1.0, 1, 67, 23, 93], ['person', 1.0, 288, 32, 325, 110], ['person', 1.0, 239, 179, 395, 375], ['person', 1.0, 261, 64, 482, 375], ['person', 1.0, 104, 56, 232, 375]]"
2008_002292.jpg,Public,"[['bottle', 1.0, 1, 1, 500, 375]]"
2008_002293.jpg,Public,"[['cat', 1.0, 73, 9, 465, 375]]"
2008_002298.jpg,Private,"[['cat', 1.0, 82, 169, 299, 375], ['cat', 1.0, 258, 183, 456, 375]]"
2008_002305.jpg,Private,"[['person', 1.0, 153, 79, 283, 292]]"
2008_002312.jpg,Public,"[['person', 1.0, 58, 21, 193, 334], ['person', 1.0, 229, 32, 363, 334], ['person', 1.0, 342, 12, 466, 334], ['person', 1.0, 45, 61, 64, 111]]"
2008_002314.jpg,Public,"[['person', 1.0, 89, 117, 445, 353], ['person', 1.0, 37, 1, 104, 42]]"
2008_002324.jpg,Public,"[['person', 1.0, 106, 1, 185, 166]]"
2008_002330.jpg,Private,"[['diningtable', 1.0, 1, 154, 375, 500], ['bottle', 1.0, 127, 79, 157, 173], ['person', 1.0, 74, 1, 243, 166], ['bottle', 1.0, 252, 103, 284, 177]]"
2008_002347.jpg,Private,"[['person', 1.0, 19, 38, 187, 442], ['person', 1.0, 109, 146, 422, 500]]"
2008_002349.jpg,Public,"[['bird', 1.0, 7, 133, 224, 312], ['bird', 1.0, 360, 130, 495, 314], ['bird', 1.0, 198, 202, 257, 273], ['bird', 1.0, 186, 129, 235, 172], ['bird', 1.0, 54, 63, 123, 93], ['bird', 1.0, 200, 9, 237, 33], ['bird', 1.0, 50, 17, 87, 35]]"
2008_002356.jpg,Public,"[['person', 1.0, 364, 150, 387, 223], ['person', 1.0, 467, 157, 492, 240], ['person', 1.0, 319, 128, 343, 202], ['person', 1.0, 278, 123, 293, 178], ['person', 1.0, 266, 123, 281, 178], ['person', 1.0, 228, 115, 244, 170], ['person', 1.0, 214, 114, 226, 156], ['person', 1.0, 206, 114, 221, 154], ['person', 1.0, 184, 98, 200, 146]]"
2008_002372.jpg,Private,"[['bottle', 1.0, 1, 1, 344, 480]]"
2008_002374.jpg,Private,"[['person', 1.0, 224, 101, 357, 185], ['motorbike', 1.0, 187, 130, 450, 232]]"
2008_002383.jpg,Public,"[['motorbike', 1.0, 81, 16, 249, 417]]"
2008_002384.jpg,Public,"[['person', 1.0, 177, 161, 337, 375], ['chair', 1.0, 40, 232, 147, 375], ['diningtable', 1.0, 208, 271, 479, 375], ['bicycle', 1.0, 368, 224, 500, 366]]"
2008_002401.jpg,Private,"[['car', 1.0, 340, 208, 390, 247], ['motorbike', 1.0, 455, 219, 500, 258], ['car', 1.0, 241, 218, 282, 255]]"
2008_002404.jpg,Private,"[['person', 1.0, 244, 5, 491, 332], ['person', 1.0, 101, 2, 459, 188], ['diningtable', 1.0, 1, 174, 398, 332], ['person', 1.0, 52, 58, 123, 137], ['diningtable', 1.0, 1, 124, 94, 158]]"
2008_002408.jpg,Private,"[['dog', 1.0, 96, 112, 280, 250], ['dog', 1.0, 254, 137, 341, 263]]"
2008_002412.jpg,Private,"[['bus', 1.0, 25, 157, 486, 333], ['person', 1.0, 135, 207, 152, 226]]"
2008_002414.jpg,Private,"[['person', 1.0, 1, 22, 400, 500]]"
2008_002428.jpg,Public,"[['person', 1.0, 1, 81, 323, 500]]"
2008_002429.jpg,Private,"[['bird', 1.0, 99, 93, 469, 487]]"
2008_002438.jpg,Public,"[['diningtable', 1.0, 1, 130, 500, 375], ['chair', 1.0, 104, 68, 252, 137]]"
2008_002439.jpg,Private,"[['person', 1.0, 79, 156, 283, 333]]"
2008_002445.jpg,Private,"[['person', 1.0, 143, 85, 333, 500]]"
2008_002446.jpg,Public,"[['person', 1.0, 44, 93, 402, 375], ['person', 1.0, 267, 39, 500, 375]]"
2008_002451.jpg,Public,"[['bus', 1.0, 336, 100, 500, 238], ['person', 1.0, 386, 154, 431, 281], ['person', 1.0, 200, 170, 239, 277], ['person', 1.0, 142, 166, 177, 296], ['person', 1.0, 289, 160, 335, 287], ['person', 1.0, 353, 154, 384, 286], ['person', 1.0, 325, 167, 398, 314], ['person', 1.0, 242, 175, 304, 286], ['person', 1.0, 167, 157, 217, 297], ['person', 1.0, 124, 180, 136, 224], ['person', 1.0, 89, 208, 119, 245], ['person', 1.0, 39, 219, 55, 242], ['person', 1.0, 67, 176, 105, 265], ['person', 1.0, 34, 177, 91, 284]]"
2008_002454.jpg,Private,"[['aeroplane', 1.0, 1, 139, 500, 333]]"
2008_002456.jpg,Private,"[['person', 1.0, 238, 117, 286, 223]]"
2008_002467.jpg,Private,"[['bottle', 1.0, 68, 50, 182, 312], ['bottle', 1.0, 222, 89, 309, 298], ['bottle', 1.0, 359, 87, 447, 309]]"
2008_002470.jpg,Public,"[['person', 1.0, 203, 153, 401, 332], ['person', 1.0, 127, 152, 215, 280], ['person', 1.0, 294, 34, 444, 332], ['person', 1.0, 1, 138, 132, 317], ['person', 1.0, 213, 58, 325, 277], ['person', 1.0, 169, 71, 242, 204]]"
2008_002477.jpg,Private,"[['person', 1.0, 108, 28, 341, 375], ['person', 1.0, 296, 1, 500, 375]]"
2008_002485.jpg,Public,"[['person', 1.0, 308, 115, 439, 375], ['chair', 1.0, 81, 189, 335, 375], ['person', 1.0, 113, 153, 373, 375], ['person', 1.0, 76, 26, 229, 375]]"
2008_002495.jpg,Private,"[['person', 1.0, 80, 107, 161, 333], ['person', 1.0, 276, 117, 394, 333], ['person', 1.0, 171, 190, 212, 242], ['person', 1.0, 216, 191, 242, 241]]"
2008_002499.jpg,Public,"[['person', 1.0, 32, 14, 445, 375]]"
2008_002504.jpg,Private,"[['boat', 1.0, 13, 172, 478, 292]]"
2008_002509.jpg,Private,"[['horse', 1.0, 139, 69, 319, 300]]"
2008_002512.jpg,Private,"[['person', 1.0, 199, 288, 221, 332], ['person', 1.0, 241, 288, 264, 329], ['person', 1.0, 1, 301, 19, 375]]"
2008_002521.jpg,Public,"[['chair', 1.0, 211, 219, 285, 367]]"
2008_002523.jpg,Private,"[['person', 1.0, 233, 11, 370, 181]]"
2008_002526.jpg,Public,"[['person', 1.0, 262, 367, 375, 500], ['person', 1.0, 9, 109, 330, 500], ['person', 1.0, 14, 102, 157, 500]]"
2008_002527.jpg,Public,"[['person', 1.0, 41, 27, 375, 500]]"
2008_002536.jpg,Public,"[['sheep', 1.0, 235, 36, 368, 194], ['sheep', 1.0, 365, 76, 493, 193], ['dog', 1.0, 34, 138, 225, 228]]"
2008_002540.jpg,Private,"[['person', 1.0, 1, 94, 375, 500]]"
2008_002579.jpg,Public,"[['person', 1.0, 244, 90, 474, 375], ['person', 1.0, 63, 99, 265, 375], ['person', 1.0, 441, 96, 500, 361], ['person', 1.0, 1, 190, 49, 375]]"
2008_002589.jpg,Private,"[['horse', 1.0, 38, 127, 209, 268], ['horse', 1.0, 199, 134, 396, 266], ['horse', 1.0, 315, 152, 492, 251], ['horse', 1.0, 207, 149, 265, 262]]"
2008_002590.jpg,Private,"[['person', 1.0, 118, 176, 208, 375], ['person', 1.0, 29, 163, 125, 375]]"
2008_002597.jpg,Public,"[['cat', 1.0, 29, 21, 449, 375]]"
2008_002598.jpg,Private,"[['person', 1.0, 90, 12, 375, 500], ['dog', 1.0, 89, 196, 330, 500], ['person', 1.0, 1, 1, 92, 500]]"
2008_002606.jpg,Private,"[['person', 1.0, 1, 1, 499, 362], ['bottle', 1.0, 148, 317, 257, 372]]"
2008_002610.jpg,Private,"[['boat', 1.0, 53, 168, 323, 234], ['person', 1.0, 152, 75, 216, 268], ['person', 1.0, 199, 144, 305, 261], ['dog', 1.0, 299, 212, 397, 263]]"
2008_002631.jpg,Public,"[['person', 1.0, 76, 10, 254, 413], ['bicycle', 1.0, 89, 238, 246, 500]]"
2008_002640.jpg,Private,"[['person', 1.0, 7, 161, 52, 308], ['person', 1.0, 159, 167, 224, 408], ['car', 1.0, 20, 172, 89, 200], ['person', 1.0, 390, 176, 479, 420]]"
2008_002643.jpg,Private,"[['person', 1.0, 1, 83, 113, 363], ['car', 1.0, 1, 101, 56, 143], ['car', 1.0, 185, 136, 298, 185]]"
2008_002670.jpg,Private,"[['person', 1.0, 286, 212, 441, 375], ['person', 1.0, 128, 138, 284, 375], ['person', 1.0, 90, 73, 186, 285], ['person', 1.0, 8, 149, 145, 375], ['person', 1.0, 32, 99, 104, 158]]"
2008_002682.jpg,Public,"[['cat', 1.0, 154, 125, 336, 419]]"
2008_002684.jpg,Private,"[['bird', 1.0, 109, 194, 375, 473]]"
2008_002687.jpg,Public,"[['dog', 1.0, 24, 62, 415, 352], ['person', 1.0, 292, 1, 500, 163]]"
2008_002696.jpg,Private,"[['motorbike', 1.0, 90, 1, 500, 375]]"
2008_002700.jpg,Private,"[['person', 1.0, 138, 73, 360, 365]]"
2008_002701.jpg,Private,"[['bicycle', 1.0, 27, 10, 500, 331]]"
2008_002705.jpg,Public,"[['person', 1.0, 10, 142, 48, 188], ['person', 1.0, 57, 167, 82, 185], ['car', 1.0, 1, 75, 500, 344]]"
2008_002709.jpg,Public,"[['cow', 1.0, 213, 143, 290, 195], ['boat', 1.0, 1, 227, 72, 251]]"
2008_002715.jpg,Private,"[['person', 1.0, 1, 50, 363, 500], ['bicycle', 1.0, 64, 390, 354, 500]]"
2008_002716.jpg,Public,"[['person', 1.0, 163, 1, 500, 375]]"
2008_002720.jpg,Private,"[['person', 1.0, 271, 64, 500, 290], ['person', 1.0, 2, 12, 110, 129], ['person', 1.0, 80, 21, 185, 154], ['person', 1.0, 127, 29, 328, 272]]"
2008_002725.jpg,Private,"[['person', 1.0, 344, 70, 429, 333], ['person', 1.0, 289, 171, 381, 333], ['person', 1.0, 201, 117, 317, 333], ['person', 1.0, 143, 93, 213, 333], ['person', 1.0, 216, 65, 317, 164], ['person', 1.0, 417, 199, 466, 333], ['person', 1.0, 1, 183, 117, 333]]"
2008_002735.jpg,Private,"[['person', 1.0, 261, 126, 367, 375], ['person', 1.0, 92, 98, 214, 375], ['person', 1.0, 178, 103, 262, 375], ['bird', 1.0, 459, 90, 500, 166]]"
2008_002738.jpg,Public,"[['person', 1.0, 78, 107, 262, 375], ['person', 1.0, 367, 20, 500, 375], ['person', 1.0, 1, 107, 421, 375]]"
2008_002746.jpg,Public,"[['car', 1.0, 269, 146, 472, 311], ['car', 1.0, 1, 129, 227, 291], ['car', 1.0, 208, 147, 309, 210], ['person', 1.0, 102, 136, 179, 307], ['person', 1.0, 1, 125, 46, 285], ['person', 1.0, 219, 156, 293, 307]]"
2008_002752.jpg,Public,"[['motorbike', 1.0, 1, 274, 286, 375], ['motorbike', 1.0, 199, 147, 402, 263], ['person', 1.0, 253, 90, 319, 283], ['person', 1.0, 216, 112, 270, 256], ['person', 1.0, 108, 158, 230, 313], ['person', 1.0, 48, 217, 164, 375]]"
2008_002753.jpg,Public,"[['person', 1.0, 70, 151, 176, 500], ['person', 1.0, 175, 203, 260, 500], ['person', 1.0, 173, 158, 325, 500], ['person', 1.0, 311, 183, 375, 338]]"
2008_002756.jpg,Public,"[['person', 1.0, 1, 19, 207, 392], ['person', 1.0, 133, 51, 361, 395]]"
2008_002768.jpg,Private,"[['person', 1.0, 1, 59, 321, 500], ['person', 1.0, 9, 308, 248, 426]]"
2008_002789.jpg,Private,"[['person', 1.0, 73, 195, 226, 333], ['person', 1.0, 247, 11, 382, 270], ['person', 1.0, 213, 4, 500, 333], ['bottle', 1.0, 151, 97, 165, 129], ['diningtable', 1.0, 1, 202, 340, 333], ['chair', 1.0, 246, 149, 350, 216], ['chair', 1.0, 1, 133, 55, 174]]"
2008_002792.jpg,Private,"[['person', 1.0, 148, 113, 398, 333]]"
2008_002795.jpg,Public,"[['person', 1.0, 190, 117, 302, 304], ['chair', 1.0, 412, 185, 500, 375], ['person', 1.0, 190, 79, 213, 112], ['person', 1.0, 388, 73, 500, 297]]"
2008_002809.jpg,Public,"[['person', 1.0, 75, 122, 151, 225], ['person', 1.0, 241, 116, 338, 298], ['person', 1.0, 33, 113, 421, 375], ['person', 1.0, 320, 103, 500, 375]]"
2008_002817.jpg,Public,"[['tvmonitor', 1.0, 154, 1, 404, 216], ['person', 1.0, 3, 270, 175, 366]]"
2008_002820.jpg,Private,"[['person', 1.0, 1, 44, 321, 500]]"
2008_002826.jpg,Private,"[['tvmonitor', 1.0, 340, 107, 500, 250]]"
2008_002829.jpg,Private,"[['person', 1.0, 116, 99, 255, 426]]"
2008_002830.jpg,Public,"[['person', 1.0, 179, 94, 490, 332], ['person', 1.0, 1, 80, 65, 332], ['sofa', 1.0, 1, 100, 500, 332]]"
2008_002838.jpg,Public,"[['person', 1.0, 175, 143, 380, 472], ['person', 1.0, 1, 242, 186, 472], ['person', 1.0, 1, 21, 380, 472]]"
2008_002845.jpg,Public,"[['cat', 1.0, 15, 108, 361, 342]]"
2008_002847.jpg,Private,"[['bird', 1.0, 348, 10, 500, 188], ['bird', 1.0, 268, 66, 425, 245], ['bird', 1.0, 250, 151, 408, 259], ['bird', 1.0, 209, 263, 380, 369], ['bird', 1.0, 167, 159, 242, 357], ['bird', 1.0, 97, 205, 152, 319], ['bird', 1.0, 1, 230, 99, 375]]"
2008_002852.jpg,Private,"[['person', 1.0, 196, 174, 357, 500], ['person', 1.0, 144, 128, 243, 500], ['person', 1.0, 55, 155, 161, 500], ['person', 1.0, 1, 127, 92, 500], ['person', 1.0, 252, 156, 285, 191]]"
2008_002859.jpg,Public,"[['dog', 1.0, 81, 50, 436, 345]]"
2008_002860.jpg,Private,"[['horse', 1.0, 207, 120, 312, 213], ['horse', 1.0, 32, 133, 175, 313], ['horse', 1.0, 359, 115, 419, 309]]"
2008_002864.jpg,Public,"[['bottle', 1.0, 164, 168, 192, 245], ['bottle', 1.0, 211, 157, 230, 229], ['bottle', 1.0, 269, 150, 310, 258], ['person', 1.0, 238, 68, 494, 375], ['person', 1.0, 1, 55, 164, 375], ['diningtable', 1.0, 13, 205, 399, 375]]"
2008_002869.jpg,Public,"[['chair', 1.0, 41, 146, 407, 375], ['person', 1.0, 60, 161, 341, 361], ['person', 1.0, 205, 147, 280, 235]]"
2008_002876.jpg,Private,"[['pottedplant', 1.0, 75, 330, 109, 360]]"
2008_002879.jpg,Public,"[['person', 1.0, 160, 15, 409, 377]]"
2008_002882.jpg,Private,"[['person', 1.0, 202, 70, 332, 398], ['person', 1.0, 64, 32, 227, 398], ['person', 1.0, 318, 93, 470, 398], ['pottedplant', 1.0, 9, 162, 72, 288]]"
2008_002883.jpg,Private,"[['bicycle', 1.0, 8, 26, 496, 334]]"
2008_002897.jpg,Private,"[['person', 1.0, 134, 198, 275, 342], ['pottedplant', 1.0, 102, 285, 145, 337]]"
2008_002900.jpg,Private,"[['train', 1.0, 156, 1, 331, 439]]"
2008_002909.jpg,Public,"[['person', 1.0, 1, 72, 157, 314], ['person', 1.0, 391, 1, 500, 375], ['person', 1.0, 243, 36, 416, 302], ['diningtable', 1.0, 1, 281, 500, 375], ['bottle', 1.0, 242, 94, 249, 114], ['bottle', 1.0, 400, 99, 411, 123]]"
2008_002920.jpg,Public,"[['person', 1.0, 59, 132, 216, 342], ['person', 1.0, 188, 75, 324, 201], ['person', 1.0, 338, 77, 469, 299], ['sofa', 1.0, 147, 97, 475, 301], ['chair', 1.0, 1, 128, 109, 305]]"
2008_002926.jpg,Private,"[['motorbike', 1.0, 41, 25, 468, 300]]"
2008_002929.jpg,Public,"[['sofa', 1.0, 96, 182, 429, 333], ['person', 1.0, 263, 161, 375, 333], ['person', 1.0, 124, 166, 255, 333]]"
2008_002932.jpg,Public,"[['person', 1.0, 211, 141, 333, 375], ['person', 1.0, 303, 77, 432, 375], ['bicycle', 1.0, 24, 281, 161, 375], ['person', 1.0, 24, 143, 180, 375]]"
2008_002936.jpg,Private,"[['dog', 1.0, 1, 58, 249, 320]]"
2008_002942.jpg,Private,"[['person', 1.0, 1, 1, 500, 338]]"
2008_002946.jpg,Private,"[['person', 1.0, 93, 59, 178, 400], ['person', 1.0, 114, 70, 275, 500]]"
2008_002947.jpg,Public,"[['diningtable', 1.0, 1, 168, 315, 329], ['person', 1.0, 277, 69, 491, 329], ['person', 1.0, 179, 89, 309, 313], ['person', 1.0, 108, 60, 231, 252], ['person', 1.0, 46, 76, 134, 213]]"
2008_002956.jpg,Private,"[['person', 1.0, 130, 285, 185, 335], ['person', 1.0, 211, 200, 287, 335], ['person', 1.0, 287, 130, 390, 335], ['person', 1.0, 398, 152, 408, 174], ['car', 1.0, 139, 154, 167, 174]]"
2008_002965.jpg,Private,"[['train', 1.0, 86, 161, 472, 257]]"
2008_002968.jpg,Private,"[['person', 1.0, 292, 321, 342, 497], ['person', 1.0, 317, 227, 349, 356]]"
2008_002973.jpg,Private,"[['person', 1.0, 244, 88, 500, 312], ['person', 1.0, 1, 82, 223, 291], ['diningtable', 1.0, 1, 279, 500, 375], ['person', 1.0, 226, 102, 327, 292], ['person', 1.0, 207, 51, 303, 175], ['person', 1.0, 104, 44, 142, 154], ['person', 1.0, 105, 51, 166, 163], ['person', 1.0, 298, 119, 333, 176], ['person', 1.0, 476, 114, 500, 147], ['person', 1.0, 186, 114, 212, 172], ['person', 1.0, 138, 139, 176, 192]]"
2008_002999.jpg,Public,"[['person', 1.0, 1, 1, 375, 500]]"
2008_003003.jpg,Public,"[['tvmonitor', 1.0, 111, 73, 247, 164], ['pottedplant', 1.0, 34, 132, 76, 169]]"
2008_003008.jpg,Private,"[['person', 1.0, 377, 108, 500, 272], ['person', 1.0, 159, 94, 354, 333], ['person', 1.0, 1, 32, 137, 196]]"
2008_003020.jpg,Private,"[['person', 1.0, 37, 37, 183, 375], ['person', 1.0, 305, 68, 445, 375], ['person', 1.0, 191, 122, 270, 280], ['horse', 1.0, 183, 211, 319, 375]]"
2008_003026.jpg,Public,"[['tvmonitor', 1.0, 353, 163, 500, 375]]"
2008_003030.jpg,Private,"[['car', 1.0, 146, 206, 464, 357], ['person', 1.0, 126, 246, 145, 279]]"
2008_003052.jpg,Private,"[['cat', 1.0, 25, 1, 427, 273]]"
2008_003053.jpg,Public,"[['motorbike', 1.0, 7, 1, 483, 375]]"
2008_003055.jpg,Public,"[['horse', 1.0, 71, 78, 275, 361], ['horse', 1.0, 282, 40, 400, 299]]"
